prospectno,FDD,MAXDPD24M,max_DPD_LFT,Total_Payments,TGT
729378,31AUG2015,27,27,>24 Payment,0
729380,31JUL2015,0,,>24 Payment,0
729384,31AUG2015,0,27,>24 Payment,0
729385,10SEP2015,0,,>24 Payment,0
729404,30SEP2015,27,58,>24 Payment,0
729416,30SEP2015,0,,19-24 Payment,0
729420,31JUL2015,421,421,>24 Payment,1
729421,31AUG2015,0,,>24 Payment,0
729423,31JUL2015,180,180,>24 Payment,1
729427,31JUL2015,0,,>24 Payment,0
729431,31JUL2015,26,26,>24 Payment,0
729440,31JUL2015,0,,>24 Payment,0
729442,31JUL2015,0,,>24 Payment,0
729446,31JUL2015,0,,>24 Payment,0
729450,31JUL2015,0,,>24 Payment,0
729452,31JUL2015,0,27,>24 Payment,0
729456,27AUG2015,0,,>24 Payment,0
729459,31AUG2015,0,,>24 Payment,0
729463,14SEP2015,0,,>24 Payment,0
729467,16SEP2015,0,,>24 Payment,0
729476,31JUL2015,0,,>24 Payment,0
729482,18AUG2015,27,27,>24 Payment,0
729483,31JUL2015,0,,>24 Payment,0
729487,31JUL2015,0,,>24 Payment,0
729492,31AUG2015,0,,>24 Payment,0
729500,31JUL2015,0,27,>24 Payment,0
729502,31AUG2015,0,,>24 Payment,0
729513,31JUL2015,0,,>24 Payment,0
729515,31JUL2015,0,,>24 Payment,0
729526,31JUL2015,26,26,>24 Payment,0
729530,31AUG2015,26,26,>24 Payment,0
729539,30SEP2015,0,,>24 Payment,0
729544,31OCT2015,0,,>24 Payment,0
729548,31AUG2015,0,,>24 Payment,0
729551,30SEP2015,27,58,>24 Payment,0
729554,27AUG2015,0,,>24 Payment,0
729559,30SEP2015,0,,>24 Payment,0
729560,31JUL2015,0,27,>24 Payment,0
729563,27AUG2015,0,,>24 Payment,0
729564,30SEP2015,0,,>24 Payment,0
729565,31AUG2015,0,,>24 Payment,0
729573,31JUL2015,0,,>24 Payment,0
729574,17AUG2015,0,27,>24 Payment,0
729576,28AUG2015,0,,>24 Payment,0
729592,31AUG2015,0,,>24 Payment,0
729597,27AUG2015,0,,>24 Payment,0
729598,30SEP2015,0,,>24 Payment,0
729604,31AUG2015,0,,>24 Payment,0
729607,31OCT2015,27,88,>24 Payment,0
729611,31JUL2015,27,88,>24 Payment,0
729614,31AUG2015,0,,>24 Payment,0
729623,22APR2016,117,117,19-24 Payment,1
729626,31AUG2015,0,,>24 Payment,0
729627,31JUL2015,0,,>24 Payment,0
729645,31AUG2015,0,,>24 Payment,0
729646,31AUG2015,0,,>24 Payment,0
729649,30NOV2015,0,,>24 Payment,0
729655,31AUG2015,27,58,>24 Payment,0
729660,31JUL2015,0,,>24 Payment,0
729665,31JUL2015,27,27,>24 Payment,0
729666,31JUL2015,0,27,>24 Payment,0
729673,31JUL2015,0,,>24 Payment,0
729677,30SEP2015,0,,>24 Payment,0
729678,31JUL2015,0,,>24 Payment,0
729685,17AUG2015,0,,>24 Payment,0
729686,31AUG2015,0,,>24 Payment,0
729689,31JUL2015,0,,>24 Payment,0
729696,31OCT2015,0,,>24 Payment,0
729699,30SEP2015,0,,>24 Payment,0
729702,31JUL2015,0,,>24 Payment,0
729707,30NOV2015,27,27,>24 Payment,0
729711,28AUG2015,0,57,>24 Payment,0
729716,31JUL2015,21,21,>24 Payment,0
729719,31AUG2015,0,,>24 Payment,0
729721,31AUG2015,0,57,>24 Payment,0
729723,26AUG2015,27,27,>24 Payment,0
729724,31AUG2015,0,,>24 Payment,0
729733,31JUL2015,0,,>24 Payment,0
729734,31JUL2015,0,,>24 Payment,0
729735,31AUG2015,0,,>24 Payment,0
729736,31JUL2015,0,,19-24 Payment,0
729741,30SEP2015,0,,>24 Payment,0
729742,21SEP2015,0,,>24 Payment,0
729745,31JUL2015,0,,>24 Payment,0
729757,19AUG2015,58,58,>24 Payment,0
729772,31JUL2015,0,,>24 Payment,0
729791,30SEP2015,0,,>24 Payment,0
729801,30SEP2015,0,31,>24 Payment,0
729802,31JUL2015,0,27,>24 Payment,0
729808,30AUG2015,27,27,>24 Payment,0
729817,31JUL2015,0,,>24 Payment,0
729830,21AUG2015,0,,>24 Payment,0
729832,31OCT2015,0,,>24 Payment,0
729833,31AUG2015,0,,>24 Payment,0
729837,31AUG2015,0,,>24 Payment,0
729838,31AUG2015,0,,>24 Payment,0
729839,30SEP2015,0,,>24 Payment,0
729842,26AUG2015,0,,>24 Payment,0
729847,28SEP2015,0,,>24 Payment,0
729848,31AUG2015,0,,>24 Payment,0
729852,31AUG2015,0,,>24 Payment,0
729853,31AUG2015,0,,>24 Payment,0
729854,17SEP2015,0,,>24 Payment,0
729860,21AUG2015,57,57,>24 Payment,0
729861,31JUL2015,57,58,>24 Payment,0
729863,31AUG2015,0,57,>24 Payment,0
729865,31AUG2015,0,,>24 Payment,0
729877,13AUG2015,0,27,>24 Payment,0
729878,31OCT2015,0,,>24 Payment,0
729879,31AUG2015,0,,>24 Payment,0
729881,21AUG2015,229,229,>24 Payment,1
729883,26OCT2015,0,,>24 Payment,0
729886,31AUG2015,0,,>24 Payment,0
729888,31AUG2015,0,,>24 Payment,0
729896,19AUG2015,0,,>24 Payment,0
729897,30SEP2015,0,,>24 Payment,0
729908,31AUG2015,0,27,>24 Payment,0
729911,31AUG2015,0,,19-24 Payment,0
729914,31AUG2015,0,,>24 Payment,0
729920,31OCT2015,0,,>24 Payment,0
729925,31AUG2015,0,,>24 Payment,0
729927,31JUL2015,0,,>24 Payment,0
729931,27NOV2015,0,26,>24 Payment,0
729932,31AUG2015,0,,>24 Payment,0
729934,31AUG2015,0,,>24 Payment,0
729935,31DEC2015,0,,>24 Payment,0
729937,31AUG2015,27,27,>24 Payment,0
729949,30SEP2015,26,26,>24 Payment,0
729954,31JUL2015,0,,>24 Payment,0
729955,25AUG2015,0,,>24 Payment,0
729956,25MAY2016,0,,>24 Payment,0
729961,30SEP2015,0,27,>24 Payment,0
729962,26AUG2015,0,,>24 Payment,0
729973,31AUG2015,0,27,>24 Payment,0
729976,31JUL2015,0,,>24 Payment,0
729977,19AUG2015,0,,>24 Payment,0
729981,30SEP2015,27,27,>24 Payment,0
729982,30SEP2015,0,,>24 Payment,0
729986,31JUL2015,88,512,>24 Payment,1
729993,31JUL2015,57,57,>24 Payment,0
729994,31DEC2015,0,,>24 Payment,0
730005,31JUL2015,0,,>24 Payment,0
730007,17AUG2015,0,27,>24 Payment,0
730012,31JUL2015,31,31,>24 Payment,0
730015,30SEP2015,27,27,>24 Payment,0
730022,31AUG2015,0,,>24 Payment,0
730026,30SEP2015,0,,>24 Payment,0
730029,31JUL2015,26,26,>24 Payment,0
730033,31AUG2015,0,,>24 Payment,0
730046,25AUG2015,0,,>24 Payment,0
730071,30SEP2015,0,,>24 Payment,0
730081,31AUG2015,88,88,>24 Payment,1
730100,31AUG2015,0,,>24 Payment,0
730101,30NOV2015,0,,>24 Payment,0
730102,28AUG2015,0,,>24 Payment,0
730106,31AUG2015,0,,>24 Payment,0
730109,31AUG2015,0,,>24 Payment,0
730110,31AUG2015,0,19,>24 Payment,0
730111,31AUG2015,0,,>24 Payment,0
730125,30SEP2015,0,,>24 Payment,0
730131,31AUG2015,0,27,>24 Payment,0
730138,31AUG2015,0,,>24 Payment,0
730139,31AUG2015,27,27,>24 Payment,0
730159,30SEP2015,0,88,>24 Payment,0
730160,30SEP2015,0,88,>24 Payment,0
730162,27AUG2015,0,,>24 Payment,0
730164,31AUG2015,27,27,>24 Payment,0
730166,30SEP2015,0,,>24 Payment,0
730167,28OCT2015,0,,>24 Payment,0
730173,31AUG2015,0,,>24 Payment,0
730176,31AUG2015,0,,>24 Payment,0
730177,31AUG2015,0,24,>24 Payment,0
730179,24AUG2015,0,,>24 Payment,0
730183,31AUG2015,0,27,>24 Payment,0
730185,30NOV2015,0,,>24 Payment,0
730186,31AUG2015,0,,>24 Payment,0
730188,29SEP2015,0,,>24 Payment,0
730189,30SEP2015,0,,>24 Payment,0
730190,31AUG2015,0,,>24 Payment,0
730191,31AUG2015,0,,>24 Payment,0
730195,31AUG2015,0,,>24 Payment,0
730196,31AUG2015,0,,>24 Payment,0
730197,28AUG2015,0,,>24 Payment,0
730200,30SEP2015,0,,>24 Payment,0
730201,31OCT2015,0,,>24 Payment,0
730204,31AUG2015,0,,>24 Payment,0
730206,21AUG2015,0,,>24 Payment,0
730207,31AUG2015,0,,>24 Payment,0
730208,31AUG2015,0,27,>24 Payment,0
730210,28AUG2015,0,,>24 Payment,0
730211,28SEP2015,0,,>24 Payment,0
730214,14DEC2015,0,,>24 Payment,0
730216,31AUG2015,0,,>24 Payment,0
730223,29SEP2015,0,,>24 Payment,0
730226,31AUG2015,0,,>24 Payment,0
730230,14AUG2015,0,,>24 Payment,0
730232,31AUG2015,0,,>24 Payment,0
730240,30SEP2015,0,,>24 Payment,0
730243,31AUG2015,0,,>24 Payment,0
730255,31AUG2015,0,,>24 Payment,0
730260,29AUG2015,119,665,>24 Payment,1
730263,31AUG2015,0,,>24 Payment,0
730267,24AUG2015,0,27,>24 Payment,0
730271,30SEP2015,0,,>24 Payment,0
730274,30SEP2015,0,27,>24 Payment,0
730275,31AUG2015,0,,>24 Payment,0
730276,31AUG2015,0,,>24 Payment,0
730281,31AUG2015,0,,>24 Payment,0
730282,30SEP2015,0,,>24 Payment,0
730283,24AUG2015,0,,>24 Payment,0
730285,24AUG2015,0,,>24 Payment,0
730296,24AUG2015,0,,>24 Payment,0
730304,31AUG2015,0,,>24 Payment,0
730307,31AUG2015,27,58,>24 Payment,0
730316,31AUG2015,0,,>24 Payment,0
730318,31AUG2015,0,,>24 Payment,0
730322,30NOV2015,0,,>24 Payment,0
730323,31OCT2015,0,,>24 Payment,0
730324,12AUG2015,0,,>24 Payment,0
730329,31AUG2015,0,,>24 Payment,0
730331,30SEP2015,269,785,>24 Payment,1
730333,31AUG2015,0,,>24 Payment,0
730340,31AUG2015,0,,>24 Payment,0
730343,31AUG2015,0,,>24 Payment,0
730345,31AUG2015,0,,>24 Payment,0
730346,30SEP2015,26,26,>24 Payment,0
730348,30NOV2015,0,,>24 Payment,0
730352,29AUG2015,0,,>24 Payment,0
730361,31AUG2015,0,,>24 Payment,0
730363,26OCT2015,0,,>24 Payment,0
730364,30SEP2015,0,,>24 Payment,0
730368,31AUG2015,27,27,>24 Payment,0
730373,31AUG2015,0,,>24 Payment,0
730382,31AUG2015,0,,>24 Payment,0
730386,31AUG2015,0,,>24 Payment,0
730388,27AUG2015,0,,>24 Payment,0
730391,31AUG2015,0,,>24 Payment,0
730394,31AUG2015,0,,>24 Payment,0
730406,31AUG2015,27,27,>24 Payment,0
730409,30SEP2015,0,,>24 Payment,0
730410,31AUG2015,0,,>24 Payment,0
730416,30SEP2015,0,,>24 Payment,0
730417,30SEP2015,0,,>24 Payment,0
730419,31AUG2015,0,,>24 Payment,0
730422,24AUG2015,0,,>24 Payment,0
730423,31AUG2015,0,,>24 Payment,0
730426,30AUG2015,0,,>24 Payment,0
730427,30SEP2015,27,27,>24 Payment,0
730436,26AUG2015,0,,>24 Payment,0
730437,31AUG2015,0,27,>24 Payment,0
730447,30NOV2015,0,22,>24 Payment,0
730448,31AUG2015,0,,>24 Payment,0
730450,31AUG2015,0,,>24 Payment,0
730454,30NOV2015,0,,>24 Payment,0
730455,31AUG2015,0,,>24 Payment,0
730459,27OCT2015,0,,>24 Payment,0
730460,28AUG2015,0,,>24 Payment,0
730466,28AUG2015,0,,>24 Payment,0
730472,31AUG2015,0,,>24 Payment,0
730480,31AUG2015,0,,>24 Payment,0
730481,30SEP2015,0,,>24 Payment,0
730483,31AUG2015,0,,>24 Payment,0
730488,30SEP2015,0,,>24 Payment,0
730493,30SEP2015,0,,>24 Payment,0
730501,31AUG2015,56,56,>24 Payment,0
730503,31AUG2015,0,,>24 Payment,0
730508,31AUG2015,0,,>24 Payment,0
730514,09OCT2015,0,26,>24 Payment,0
730515,31AUG2015,0,0,>24 Payment,0
730518,31AUG2015,0,27,>24 Payment,0
730519,28AUG2015,0,55,>24 Payment,0
730522,31AUG2015,0,,>24 Payment,0
730528,31AUG2015,0,,>24 Payment,0
730531,31AUG2015,0,,>24 Payment,0
730533,31AUG2015,0,,>24 Payment,0
730536,30SEP2015,0,,>24 Payment,0
730544,13AUG2015,0,,>24 Payment,0
730545,31AUG2015,0,,>24 Payment,0
730549,14DEC2015,0,,>24 Payment,0
730553,31AUG2015,0,,>24 Payment,0
730557,16SEP2015,0,,>24 Payment,0
730563,31AUG2015,0,26,>24 Payment,0
730573,31AUG2015,0,,>24 Payment,0
730575,31AUG2015,0,,>24 Payment,0
730576,31AUG2015,0,,>24 Payment,0
730582,31AUG2015,0,27,>24 Payment,0
730586,31OCT2015,0,,>24 Payment,0
730588,25AUG2015,0,,>24 Payment,0
730592,27AUG2015,0,,>24 Payment,0
730594,31AUG2015,0,,>24 Payment,0
730597,30NOV2015,0,,>24 Payment,0
730598,30SEP2015,0,27,>24 Payment,0
730613,31AUG2015,0,,>24 Payment,0
730614,31AUG2015,26,26,>24 Payment,0
730615,30SEP2015,26,26,>24 Payment,0
730618,31AUG2015,0,,>24 Payment,0
730620,29SEP2015,0,,>24 Payment,0
730622,31JAN2016,0,,>24 Payment,0
730625,31OCT2015,0,27,>24 Payment,0
730626,29OCT2015,0,,>24 Payment,0
730631,31AUG2015,0,,>24 Payment,0
730635,31AUG2015,58,58,>24 Payment,0
730641,26SEP2015,0,,>24 Payment,0
730643,30SEP2015,0,,>24 Payment,0
730646,25SEP2015,83,144,>24 Payment,1
730647,31OCT2015,178,361,>24 Payment,1
730676,27AUG2015,0,,>24 Payment,0
730678,24SEP2015,0,,>24 Payment,0
730679,30SEP2015,0,,>24 Payment,0
730682,31AUG2015,0,,>24 Payment,0
730691,31AUG2015,0,,>24 Payment,0
730696,31AUG2015,0,,>24 Payment,0
730703,24DEC2015,0,,>24 Payment,0
730706,31JAN2016,0,,>24 Payment,0
730708,31OCT2015,0,,>24 Payment,0
730709,30SEP2015,0,,>24 Payment,0
730711,31AUG2015,0,,>24 Payment,0
730715,31AUG2015,0,,>24 Payment,0
730720,31OCT2015,0,,>24 Payment,0
730721,31AUG2015,0,,>24 Payment,0
730722,30SEP2015,0,,>24 Payment,0
730736,31AUG2015,0,,>24 Payment,0
730738,31AUG2015,0,,>24 Payment,0
730739,31AUG2015,0,,>24 Payment,0
730747,31AUG2015,0,,>24 Payment,0
730751,31AUG2015,27,27,>24 Payment,0
730752,13OCT2015,22,22,>24 Payment,0
730753,31AUG2015,0,,>24 Payment,0
730758,31AUG2015,0,,>24 Payment,0
730765,31AUG2015,0,,>24 Payment,0
730766,30SEP2015,0,,>24 Payment,0
730767,31AUG2015,0,,>24 Payment,0
730769,25SEP2015,0,,>24 Payment,0
730781,30SEP2015,0,,>24 Payment,0
730783,31AUG2015,0,,>24 Payment,0
730798,31AUG2015,0,,>24 Payment,0
730800,31AUG2015,0,,>24 Payment,0
730813,30SEP2015,0,,>24 Payment,0
730815,31AUG2015,22,22,>24 Payment,0
730817,30SEP2015,0,,>24 Payment,0
730821,31AUG2015,0,,>24 Payment,0
730823,31AUG2015,0,,>24 Payment,0
730828,31AUG2015,0,,>24 Payment,0
730833,31OCT2015,0,,>24 Payment,0
730834,31OCT2015,0,,>24 Payment,0
730842,31AUG2015,0,,>24 Payment,0
730847,28SEP2015,0,,>24 Payment,0
730851,30SEP2015,0,,>24 Payment,0
730852,29SEP2015,0,,>24 Payment,0
730853,31OCT2015,0,,>24 Payment,0
730854,21SEP2015,52,52,>24 Payment,0
730856,31AUG2015,0,,>24 Payment,0
730862,31DEC2015,0,,>24 Payment,0
730863,31AUG2015,0,,>24 Payment,0
730871,31AUG2015,0,,>24 Payment,0
730876,31OCT2015,27,27,>24 Payment,0
730892,31AUG2015,0,,>24 Payment,0
730896,30SEP2015,0,,>24 Payment,0
730907,17SEP2015,0,,>24 Payment,0
730908,30SEP2015,0,,>24 Payment,0
730912,24SEP2015,0,,>24 Payment,0
730919,31AUG2015,0,,>24 Payment,0
730920,29SEP2015,0,,>24 Payment,0
730923,31AUG2015,0,,>24 Payment,0
730924,31AUG2015,0,,>24 Payment,0
730926,30OCT2015,0,,>24 Payment,0
730933,31AUG2015,0,,>24 Payment,0
730938,21AUG2015,114,114,>24 Payment,1
730946,31AUG2015,0,27,>24 Payment,0
730947,31AUG2015,0,27,>24 Payment,0
730962,30SEP2015,0,,>24 Payment,0
730963,29SEP2015,0,,>24 Payment,0
730965,30SEP2015,26,26,>24 Payment,0
730971,30SEP2015,27,27,>24 Payment,0
730984,24AUG2015,0,,>24 Payment,0
730992,30NOV2015,0,,>24 Payment,0
730993,31AUG2015,0,,>24 Payment,0
730999,30SEP2015,0,,>24 Payment,0
731000,31OCT2015,26,26,>24 Payment,0
731002,30SEP2015,0,,>24 Payment,0
731006,31AUG2015,0,26,>24 Payment,0
731007,31OCT2015,0,,>24 Payment,0
731010,31AUG2015,0,,>24 Payment,0
731014,27AUG2015,0,,>24 Payment,0
731015,30OCT2015,0,,>24 Payment,0
731019,31OCT2015,27,58,>24 Payment,0
731023,15OCT2015,0,,>24 Payment,0
731024,30SEP2015,0,,>24 Payment,0
731026,31AUG2015,30,30,>24 Payment,0
731030,30SEP2015,0,27,>24 Payment,0
731031,09MAY2016,0,,>24 Payment,0
731032,09SEP2015,0,,>24 Payment,0
731033,26SEP2015,0,,>24 Payment,0
731036,04SEP2015,0,,>24 Payment,0
731043,31AUG2015,0,,>24 Payment,0
731044,31AUG2015,0,,>24 Payment,0
731045,31OCT2015,0,,>24 Payment,0
731052,30SEP2015,0,,>24 Payment,0
731054,29SEP2015,0,,>24 Payment,0
731055,26SEP2015,0,,>24 Payment,0
731056,31AUG2015,0,,>24 Payment,0
731059,31AUG2015,0,,>24 Payment,0
731061,14SEP2015,0,,>24 Payment,0
731065,24DEC2015,57,57,>24 Payment,0
731066,30SEP2015,0,,>24 Payment,0
731070,30SEP2015,0,,>24 Payment,0
731072,29FEB2016,119,389,>24 Payment,1
731076,31AUG2015,0,,>24 Payment,0
731085,30SEP2015,209,209,10-12 Payment,1
731091,30SEP2015,0,,>24 Payment,0
731095,31OCT2015,0,,>24 Payment,0
731097,31AUG2015,27,27,>24 Payment,0
731111,31AUG2015,0,,>24 Payment,0
731113,10SEP2015,0,,>24 Payment,0
731114,31AUG2015,0,,>24 Payment,0
731115,31AUG2015,27,87,>24 Payment,0
731117,31AUG2015,0,,>24 Payment,0
731125,31AUG2015,27,88,>24 Payment,0
731126,29OCT2015,0,,>24 Payment,0
731131,31AUG2015,0,,>24 Payment,0
731134,31AUG2015,0,,>24 Payment,0
731139,25SEP2015,0,0,>24 Payment,0
731145,29OCT2015,0,,>24 Payment,0
731150,30SEP2015,0,27,>24 Payment,0
731155,31OCT2015,0,,>24 Payment,0
731156,31AUG2015,149,239,>24 Payment,1
731162,31AUG2015,119,208,>24 Payment,1
731167,30SEP2015,0,,>24 Payment,0
731168,30SEP2015,0,,>24 Payment,0
731169,31AUG2015,0,,>24 Payment,0
731172,30SEP2015,0,,>24 Payment,0
731174,30SEP2015,26,26,>24 Payment,0
731179,31AUG2015,0,,>24 Payment,0
731180,31AUG2015,0,,>24 Payment,0
731186,30SEP2015,0,,>24 Payment,0
731189,31AUG2015,57,57,>24 Payment,0
731190,30SEP2015,0,,>24 Payment,0
731204,29SEP2015,88,453,>24 Payment,1
731210,30SEP2015,0,,>24 Payment,0
731231,31AUG2015,0,,>24 Payment,0
731236,31AUG2015,0,27,>24 Payment,0
731238,24SEP2015,0,27,>24 Payment,0
731239,30SEP2015,0,,>24 Payment,0
731240,28AUG2015,0,,>24 Payment,0
731246,23SEP2015,0,27,>24 Payment,0
731247,31AUG2015,0,,>24 Payment,0
731258,31AUG2015,27,27,>24 Payment,0
731266,31AUG2015,0,,>24 Payment,0
731270,27OCT2015,0,,>24 Payment,0
731275,31AUG2015,0,,>24 Payment,0
731280,31AUG2015,0,,>24 Payment,0
731287,31AUG2015,0,,>24 Payment,0
731292,30SEP2015,0,,>24 Payment,0
731294,31AUG2015,0,,>24 Payment,0
731300,30NOV2015,0,,>24 Payment,0
731312,31OCT2015,0,,19-24 Payment,0
731315,30SEP2015,0,,>24 Payment,0
731321,31AUG2015,0,,>24 Payment,0
731324,31AUG2015,0,,>24 Payment,0
731329,31AUG2015,27,27,>24 Payment,0
731330,31AUG2015,0,,>24 Payment,0
731332,31AUG2015,27,57,>24 Payment,0
731335,30SEP2015,0,,>24 Payment,0
731337,31AUG2015,0,,>24 Payment,0
731341,31OCT2015,0,,>24 Payment,0
731344,23SEP2015,0,,>24 Payment,0
731345,30SEP2015,26,26,>24 Payment,0
731348,31AUG2015,27,27,>24 Payment,0
731349,30SEP2015,0,,>24 Payment,0
731350,31AUG2015,0,,>24 Payment,0
731351,30SEP2015,0,,>24 Payment,0
731353,30SEP2015,0,,>24 Payment,0
731354,31AUG2015,0,,>24 Payment,0
731359,31AUG2015,0,,>24 Payment,0
731360,31AUG2015,0,0,>24 Payment,0
731364,26SEP2015,0,0,>24 Payment,0
731365,18SEP2015,0,,>24 Payment,0
731375,30SEP2015,0,,>24 Payment,0
731377,31AUG2015,0,,>24 Payment,0
731381,26SEP2015,0,,>24 Payment,0
731410,31OCT2015,0,,>24 Payment,0
731411,31AUG2015,0,,>24 Payment,0
731412,30SEP2015,0,,>24 Payment,0
731425,30SEP2015,0,,>24 Payment,0
731426,26SEP2015,0,,>24 Payment,0
731432,31DEC2015,0,,>24 Payment,0
731436,30SEP2015,26,26,>24 Payment,0
731440,30SEP2015,0,,>24 Payment,0
731443,06NOV2015,27,27,>24 Payment,0
731448,31AUG2015,0,,>24 Payment,0
731450,31AUG2015,0,,>24 Payment,0
731453,31AUG2015,0,,>24 Payment,0
731463,30SEP2015,58,88,>24 Payment,0
731467,30NOV2015,0,,>24 Payment,0
731470,31AUG2015,61,61,19-24 Payment,1
731474,30SEP2015,0,57,>24 Payment,0
731482,06OCT2015,0,,>24 Payment,0
731483,31OCT2015,0,,>24 Payment,0
731484,31OCT2015,0,,>24 Payment,0
731489,15OCT2015,0,,>24 Payment,0
731504,24SEP2015,0,,>24 Payment,0
731507,31OCT2015,0,,>24 Payment,0
731508,31AUG2015,0,,>24 Payment,0
731512,30SEP2015,0,0,>24 Payment,0
731521,29SEP2015,0,,>24 Payment,0
731524,31OCT2015,0,,>24 Payment,0
731552,31AUG2015,0,,>24 Payment,0
731554,08OCT2015,0,,>24 Payment,0
731560,31AUG2015,0,,>24 Payment,0
731564,30SEP2015,0,,>24 Payment,0
731571,27NOV2015,0,,>24 Payment,0
731574,31AUG2015,0,27,>24 Payment,0
731575,31OCT2015,0,,>24 Payment,0
731578,30SEP2015,0,,>24 Payment,0
731580,31AUG2015,484,1030,>24 Payment,1
731587,31AUG2015,0,,>24 Payment,0
731592,30SEP2015,0,,>24 Payment,0
731593,30SEP2015,0,,>24 Payment,0
731595,30SEP2015,0,,>24 Payment,0
731599,30SEP2015,0,,>24 Payment,0
731600,31AUG2015,0,,>24 Payment,0
731605,31AUG2015,0,,>24 Payment,0
731606,31AUG2015,0,,>24 Payment,0
731608,31AUG2015,0,,>24 Payment,0
731609,30SEP2015,0,,>24 Payment,0
731617,31AUG2015,0,27,>24 Payment,0
731618,30SEP2015,0,,>24 Payment,0
731621,30SEP2015,0,,>24 Payment,0
731625,31AUG2015,58,58,>24 Payment,0
731626,31AUG2015,58,58,>24 Payment,0
731628,31AUG2015,0,,>24 Payment,0
731636,31AUG2015,0,,>24 Payment,0
731638,30SEP2015,0,,>24 Payment,0
731642,28SEP2015,0,,>24 Payment,0
731648,31AUG2015,0,,>24 Payment,0
731651,31OCT2015,0,24,>24 Payment,0
731652,30SEP2015,0,,>24 Payment,0
731656,31AUG2015,0,,>24 Payment,0
731659,20NOV2015,0,27,>24 Payment,0
731665,31AUG2015,0,,>24 Payment,0
731667,24MAY2016,0,,>24 Payment,0
731669,31AUG2015,0,,>24 Payment,0
731670,24MAY2016,0,,>24 Payment,0
731671,18SEP2015,0,,>24 Payment,0
731675,31AUG2015,0,,>24 Payment,0
731680,31AUG2015,0,,>24 Payment,0
731682,30SEP2015,0,,>24 Payment,0
731688,31AUG2015,0,,>24 Payment,0
731698,31OCT2015,0,,>24 Payment,0
731700,30SEP2015,0,,>24 Payment,0
731701,04SEP2015,0,,>24 Payment,0
731705,31OCT2015,0,27,>24 Payment,0
731706,31AUG2015,0,,>24 Payment,0
731709,31AUG2015,0,,>24 Payment,0
731713,30SEP2015,0,,>24 Payment,0
731717,30SEP2015,0,,>24 Payment,0
731721,30SEP2015,0,27,>24 Payment,0
731723,21SEP2015,0,,>24 Payment,0
731724,31AUG2015,0,,>24 Payment,0
731726,28SEP2015,0,,>24 Payment,0
731736,26SEP2015,0,0,>24 Payment,0
731738,30SEP2015,0,,>24 Payment,0
731740,30SEP2015,0,27,>24 Payment,0
731746,31OCT2015,0,58,>24 Payment,0
731747,31AUG2015,0,,>24 Payment,0
731756,31OCT2015,0,,>24 Payment,0
731757,30SEP2015,27,27,>24 Payment,0
731758,31AUG2015,0,,>24 Payment,0
731759,31AUG2015,0,,>24 Payment,0
731772,30SEP2015,0,,>24 Payment,0
731785,30SEP2015,0,,>24 Payment,0
731789,24SEP2015,0,,>24 Payment,0
731791,30SEP2015,0,,>24 Payment,0
731800,30SEP2015,0,88,>24 Payment,0
731806,31AUG2015,0,,>24 Payment,0
731809,26SEP2015,0,,>24 Payment,0
731811,30SEP2015,0,,>24 Payment,0
731815,31AUG2015,0,,>24 Payment,0
731817,30SEP2015,0,,>24 Payment,0
731822,27OCT2015,0,0,>24 Payment,0
731823,31AUG2015,0,,>24 Payment,0
731825,31OCT2015,0,,>24 Payment,0
731831,31AUG2015,0,,19-24 Payment,0
731834,29AUG2015,27,27,>24 Payment,0
731838,31AUG2015,26,26,>24 Payment,0
731841,24SEP2015,0,,>24 Payment,0
731847,29FEB2016,0,,>24 Payment,0
731851,30NOV2015,0,,>24 Payment,0
731852,30SEP2015,0,,>24 Payment,0
731856,23SEP2015,0,,>24 Payment,0
731858,31AUG2015,0,,>24 Payment,0
731860,31OCT2015,0,,>24 Payment,0
731861,31OCT2015,0,,>24 Payment,0
731870,31OCT2015,0,0,>24 Payment,0
731875,20OCT2015,0,,>24 Payment,0
731879,30SEP2015,0,,>24 Payment,0
731880,30SEP2015,0,,>24 Payment,0
731883,30SEP2015,0,,>24 Payment,0
731885,20OCT2015,0,,>24 Payment,0
731889,30NOV2015,0,,>24 Payment,0
731895,30SEP2015,22,22,>24 Payment,0
731897,31AUG2015,0,,>24 Payment,0
731898,23SEP2015,0,,>24 Payment,0
731903,30SEP2015,0,,>24 Payment,0
731906,31AUG2015,0,27,>24 Payment,0
731908,30SEP2015,0,,>24 Payment,0
731909,31AUG2015,392,938,>24 Payment,1
731911,31OCT2015,0,,>24 Payment,0
731917,21DEC2015,0,,>24 Payment,0
731919,22SEP2015,0,,>24 Payment,0
731921,25SEP2015,0,,>24 Payment,0
731931,31AUG2015,0,,>24 Payment,0
731938,31AUG2015,0,,>24 Payment,0
731942,31AUG2015,0,,>24 Payment,0
731943,30SEP2015,0,,>24 Payment,0
731944,29SEP2015,0,27,>24 Payment,0
731945,21SEP2015,0,,>24 Payment,0
731948,30SEP2015,0,,>24 Payment,0
731952,31AUG2015,0,,>24 Payment,0
731955,31AUG2015,0,,>24 Payment,0
731959,29OCT2015,0,,>24 Payment,0
731962,31AUG2015,0,,>24 Payment,0
731963,10SEP2015,0,,>24 Payment,0
731971,31OCT2015,0,,>24 Payment,0
731974,28SEP2015,0,,>24 Payment,0
731975,31AUG2015,0,,19-24 Payment,0
731986,30SEP2015,0,,>24 Payment,0
