prospectno,FDD,MAXDPD24M,max_DPD_LFT,Total_Payments,TGT
749536,05MAY2016,0,,>24 Payment,0
749542,31MAR2016,0,,>24 Payment,0
749544,31MAR2016,27,27,>24 Payment,0
749549,25JUL2016,0,,>24 Payment,0
749556,10MAY2016,0,,>24 Payment,0
749559,23MAY2016,27,58,>24 Payment,0
749563,09JUN2016,0,,>24 Payment,0
749568,07JUN2016,27,27,>24 Payment,0
749576,31MAY2016,31,61,>24 Payment,0
749582,31MAR2016,0,,>24 Payment,0
749590,30JUN2016,0,,>24 Payment,0
749593,27APR2016,24,24,>24 Payment,0
749599,31MAY2016,52,53,>24 Payment,0
749612,13MAY2016,0,,>24 Payment,0
749613,30JUN2016,0,,>24 Payment,0
749617,31MAR2016,0,,>24 Payment,0
749621,09MAY2016,0,22,>24 Payment,0
749624,31MAY2016,27,27,>24 Payment,0
749625,31MAR2016,0,,>24 Payment,0
749635,04MAY2016,0,,>24 Payment,0
749636,31MAR2016,0,27,>24 Payment,0
749640,18APR2016,22,22,>24 Payment,0
749645,31MAY2016,0,,>24 Payment,0
749651,31MAR2016,0,,>24 Payment,0
749653,31MAR2016,0,,>24 Payment,0
749654,31MAR2016,0,,>24 Payment,0
749658,31MAR2016,0,,>24 Payment,0
749667,25JUL2016,52,52,>24 Payment,0
749669,11MAY2016,0,,>24 Payment,0
749674,14JUN2016,0,,>24 Payment,0
749685,20MAY2016,0,,>24 Payment,0
749698,24MAY2016,0,,>24 Payment,0
749703,31MAR2016,0,,>24 Payment,0
749704,31MAR2016,0,,>24 Payment,0
749706,31MAR2016,0,,>24 Payment,0
749708,06JUN2016,0,,>24 Payment,0
749709,30JUN2016,0,,>24 Payment,0
749711,31MAR2016,0,,>24 Payment,0
749717,31MAR2016,0,,>24 Payment,0
749720,30JUN2016,0,,>24 Payment,0
749723,31MAR2016,0,,>24 Payment,0
749728,28APR2016,0,,>24 Payment,0
749732,31MAR2016,0,,>24 Payment,0
749733,31MAR2016,0,,>24 Payment,0
749734,31MAR2016,0,,>24 Payment,0
749736,14JUN2016,0,,>24 Payment,0
749741,31MAY2016,0,,>24 Payment,0
749757,25APR2016,0,,>24 Payment,0
749758,26APR2016,0,,>24 Payment,0
749759,31MAR2016,0,,>24 Payment,0
749761,26JUL2016,0,,>24 Payment,0
749767,31MAR2016,21,21,>24 Payment,0
749770,26APR2016,0,,>24 Payment,0
749777,31MAR2016,0,,>24 Payment,0
749779,31MAY2016,0,,>24 Payment,0
749780,18APR2016,0,,>24 Payment,0
749786,31MAR2016,21,21,>24 Payment,0
749787,22SEP2016,0,,>24 Payment,0
749789,31MAY2016,0,,>24 Payment,0
749791,20JUN2016,0,,>24 Payment,0
749792,31MAR2016,0,,>24 Payment,0
749799,31JUL2016,0,,>24 Payment,0
749801,16MAY2016,0,,>24 Payment,0
749805,25MAY2016,0,,>24 Payment,0
749820,30APR2016,0,,>24 Payment,0
749825,25JUL2016,0,,>24 Payment,0
749827,11MAY2016,0,,>24 Payment,0
749828,31MAY2016,0,,>24 Payment,0
749831,21JUN2016,0,,>24 Payment,0
749835,29JUN2016,24,24,>24 Payment,0
749838,25MAY2016,0,,>24 Payment,0
749851,28JUL2016,0,,>24 Payment,0
749856,28APR2016,0,,>24 Payment,0
749861,29AUG2016,0,,>24 Payment,0
749862,07JUL2016,22,22,>24 Payment,0
749863,31MAY2016,0,,>24 Payment,0
749864,31MAR2016,0,,>24 Payment,0
749870,31MAR2016,0,,>24 Payment,0
749872,31MAR2016,0,,>24 Payment,0
749877,31MAR2016,0,,>24 Payment,0
749886,21MAY2016,0,,>24 Payment,0
749888,09JUN2016,0,,>24 Payment,0
749889,31MAR2016,0,,>24 Payment,0
749891,06JUN2016,31,31,>24 Payment,0
749893,31MAR2016,0,,>24 Payment,0
749895,29APR2016,0,,>24 Payment,0
749896,31MAR2016,0,,>24 Payment,0
749898,31MAR2016,0,,>24 Payment,0
749899,31MAR2016,0,27,>24 Payment,0
749900,31MAY2016,0,,>24 Payment,0
749908,23MAY2016,0,,>24 Payment,0
749913,27MAY2016,0,,>24 Payment,0
749916,25MAY2016,0,,>24 Payment,0
749917,31MAY2016,0,,>24 Payment,0
749918,31JUL2016,0,,>24 Payment,0
749924,31JUL2016,0,,>24 Payment,0
749927,30JUN2016,0,,>24 Payment,0
749928,30JUN2016,0,,>24 Payment,0
749931,30MAR2016,0,,>24 Payment,0
749933,04MAY2016,86,88,>24 Payment,1
749935,25JUN2016,0,,>24 Payment,0
749940,09MAY2016,0,,>24 Payment,0
749943,31MAR2016,0,,>24 Payment,0
749948,31MAR2016,0,,>24 Payment,0
749966,30JUN2016,0,,>24 Payment,0
749967,30JUN2016,0,,>24 Payment,0
749981,27JUN2016,0,,>24 Payment,0
749983,07MAY2016,0,,>24 Payment,0
749984,31MAR2016,0,,>24 Payment,0
749985,30JUN2016,0,,>24 Payment,0
749986,17MAY2016,0,,>24 Payment,0
749991,30JUN2016,0,,>24 Payment,0
749992,05MAY2016,0,,>24 Payment,0
749994,27APR2016,0,,>24 Payment,0
749995,24MAY2016,0,,>24 Payment,0
749996,25APR2016,0,,>24 Payment,0
749998,30APR2016,0,,>24 Payment,0
749999,31MAR2016,0,,>24 Payment,0
750006,31MAR2016,0,,>24 Payment,0
750014,31MAY2016,0,,>24 Payment,0
750022,27APR2016,0,,>24 Payment,0
750023,29APR2016,0,,>24 Payment,0
750024,12MAY2016,0,58,>24 Payment,0
750039,31MAR2016,0,,>24 Payment,0
750044,06APR2016,50,50,>24 Payment,0
750045,25MAY2016,27,27,>24 Payment,0
750046,30APR2016,0,,>24 Payment,0
750051,04MAY2016,0,,>24 Payment,0
750061,29APR2016,0,,>24 Payment,0
750068,12APR2016,0,,>24 Payment,0
750070,25MAY2016,0,,>24 Payment,0
750072,22APR2016,0,,>24 Payment,0
750075,06MAY2016,208,481,>24 Payment,1
750076,21MAY2016,0,,>24 Payment,0
750078,21MAY2016,0,,>24 Payment,0
750082,31MAY2016,0,,>24 Payment,0
750088,05APR2016,0,,>24 Payment,0
750090,31MAR2016,0,,>24 Payment,0
750093,31MAR2016,0,,>24 Payment,0
750097,17MAY2016,0,,>24 Payment,0
750100,31JUL2016,0,,>24 Payment,0
750101,31MAY2016,0,,>24 Payment,0
750102,31MAY2016,0,,>24 Payment,0
750109,30JUN2016,0,,>24 Payment,0
750111,23JUN2016,0,,>24 Payment,0
750117,18JUL2016,0,,>24 Payment,0
750122,23JUN2016,0,,>24 Payment,0
750124,05MAY2016,0,,>24 Payment,0
750125,31MAY2016,0,,>24 Payment,0
750132,28JUL2016,0,,>24 Payment,0
750133,30SEP2016,0,,>24 Payment,0
750136,14JUN2016,0,,>24 Payment,0
750142,30MAY2016,0,,>24 Payment,0
750145,31MAR2016,0,,>24 Payment,0
750152,17MAY2016,0,,>24 Payment,0
750155,06MAY2016,0,,>24 Payment,0
750158,05MAY2016,0,,>24 Payment,0
750191,31MAR2016,0,,>24 Payment,0
750216,07MAY2016,27,27,>24 Payment,0
750218,25JUL2016,0,,>24 Payment,0
750220,31MAR2016,0,,>24 Payment,0
750221,05MAY2016,0,,>24 Payment,0
750236,31MAR2016,88,88,>24 Payment,1
750240,31MAR2016,0,,>24 Payment,0
750241,31MAR2016,0,,>24 Payment,0
750256,31MAR2016,0,,>24 Payment,0
750257,28MAY2016,0,27,>24 Payment,0
750262,28APR2016,0,,>24 Payment,0
750265,25MAY2016,0,,>24 Payment,0
750289,21APR2016,0,,>24 Payment,0
750292,31MAR2016,0,,>24 Payment,0
750297,31MAY2016,0,,>24 Payment,0
750298,16JUN2016,61,61,>24 Payment,1
750300,20JUN2016,0,,>24 Payment,0
750301,30JUN2016,0,,>24 Payment,0
750302,31MAY2016,0,,>24 Payment,0
750304,30MAY2016,0,,>24 Payment,0
750305,31JUL2016,0,,>24 Payment,0
750314,21JUN2016,0,,>24 Payment,0
750319,27MAY2016,0,,>24 Payment,0
750323,30APR2016,0,,>24 Payment,0
750325,31MAY2016,0,,>24 Payment,0
750326,25JUL2016,0,,>24 Payment,0
750332,31MAR2016,0,,>24 Payment,0
750339,31MAR2016,0,,>24 Payment,0
750340,28APR2016,0,,>24 Payment,0
750350,05MAY2016,88,180,>24 Payment,1
750380,31MAR2016,0,,>24 Payment,0
750382,31MAR2016,0,,>24 Payment,0
750392,31MAR2016,0,,>24 Payment,0
750398,31MAR2016,0,,>24 Payment,0
750408,19APR2016,0,,>24 Payment,0
750410,29OCT2016,0,,>24 Payment,0
750411,25MAY2016,0,,>24 Payment,0
750417,14JUN2016,0,,>24 Payment,0
750419,10MAY2016,0,,>24 Payment,0
750424,31MAR2016,0,,>24 Payment,0
750429,06MAY2016,27,58,>24 Payment,0
750432,29APR2016,0,,>24 Payment,0
750433,31JUL2016,0,,>24 Payment,0
750438,06MAY2016,0,,>24 Payment,0
750439,04MAY2016,0,,>24 Payment,0
750445,31MAY2016,0,,>24 Payment,0
750447,31MAR2016,57,57,>24 Payment,0
750450,06MAY2016,0,,>24 Payment,0
750461,13MAY2016,0,,>24 Payment,0
750471,12MAY2016,22,22,>24 Payment,0
750472,31MAR2016,0,,>24 Payment,0
750492,30JUN2016,88,88,>24 Payment,1
750494,31MAR2016,0,,>24 Payment,0
750512,28MAY2016,27,27,>24 Payment,0
750515,21APR2016,0,,>24 Payment,0
750521,25JUL2016,0,,>24 Payment,0
750522,25MAY2016,0,,>24 Payment,0
750526,31MAR2016,0,,>24 Payment,0
750529,31MAR2016,0,,>24 Payment,0
750543,27JUN2016,88,88,>24 Payment,1
750546,27JUN2016,88,88,>24 Payment,1
750552,31MAR2016,0,88,>24 Payment,0
750556,04MAY2016,0,,>24 Payment,0
750583,31MAR2016,0,,>24 Payment,0
750598,31JUL2016,0,,>24 Payment,0
750609,30APR2016,57,88,>24 Payment,0
750638,31MAR2016,0,,>24 Payment,0
750639,30MAY2016,0,,>24 Payment,0
750652,31JUL2016,21,21,>24 Payment,0
750656,31AUG2016,0,,>24 Payment,0
750663,31OCT2016,0,,>24 Payment,0
750664,31OCT2016,0,,>24 Payment,0
750667,30JUN2016,0,,>24 Payment,0
750668,31JUL2016,0,,>24 Payment,0
750671,13MAY2016,0,,>24 Payment,0
750672,31MAY2016,0,,>24 Payment,0
750673,26MAY2016,57,57,>24 Payment,0
750683,31MAY2016,0,,>24 Payment,0
750684,31MAY2016,0,,>24 Payment,0
750693,10MAY2016,0,,>24 Payment,0
750696,11MAY2016,0,,>24 Payment,0
750703,31MAY2016,0,,>24 Payment,0
750706,27APR2016,0,,>24 Payment,0
750707,20MAY2016,0,,>24 Payment,0
750710,30APR2016,0,,>24 Payment,0
750717,31MAY2016,0,,>24 Payment,0
750720,25APR2016,0,,>24 Payment,0
750723,31JUL2016,417,629,>24 Payment,1
750729,18MAY2016,0,,>24 Payment,0
750738,25APR2016,0,,>24 Payment,0
750739,20APR2016,0,,>24 Payment,0
750741,30SEP2016,0,,>24 Payment,0
750743,04MAY2016,0,,>24 Payment,0
750748,30JUN2016,0,,>24 Payment,0
750751,30APR2016,0,,>24 Payment,0
750753,31MAY2016,0,,>24 Payment,0
750754,30JUL2016,0,,>24 Payment,0
750756,31OCT2016,0,,>24 Payment,0
750762,30APR2016,0,,>24 Payment,0
750768,27JUN2016,0,,>24 Payment,0
750777,30MAY2016,27,57,>24 Payment,0
750780,06MAY2016,0,,>24 Payment,0
750782,28MAY2016,0,,>24 Payment,0
750789,31MAY2016,0,,>24 Payment,0
750791,17MAY2016,0,,>24 Payment,0
750805,25JUN2016,0,,>24 Payment,0
750810,18MAY2016,0,,>24 Payment,0
750815,25MAY2016,0,,>24 Payment,0
750818,31MAY2016,0,,>24 Payment,0
750824,28JUN2016,0,,>24 Payment,0
750826,31MAY2016,0,,>24 Payment,0
750827,23MAY2016,57,57,>24 Payment,0
750832,31MAY2016,116,177,>24 Payment,1
750835,30APR2016,27,27,>24 Payment,0
750836,30JUN2016,27,27,>24 Payment,0
750849,30MAY2016,0,,>24 Payment,0
750850,30APR2016,0,,>24 Payment,0
750851,16MAY2016,0,,>24 Payment,0
750855,21APR2016,0,,>24 Payment,0
750859,31JUL2016,0,,>24 Payment,0
750860,25JUN2016,0,,>24 Payment,0
750862,31MAY2016,0,,>24 Payment,0
750863,13APR2016,0,,>24 Payment,0
750866,16JUN2016,0,,>24 Payment,0
750868,19MAY2016,0,,>24 Payment,0
750873,07JUN2016,0,,>24 Payment,0
750877,31MAY2016,0,,>24 Payment,0
750886,12MAY2016,0,,>24 Payment,0
750887,29JUN2016,0,,>24 Payment,0
750901,16AUG2016,0,,>24 Payment,0
750909,14JUN2016,330,512,>24 Payment,1
750919,31AUG2016,0,,>24 Payment,0
750924,30APR2016,0,27,>24 Payment,0
750925,07MAY2016,0,,>24 Payment,0
750929,27MAY2016,88,88,>24 Payment,1
750932,20MAY2016,0,,>24 Payment,0
750935,31MAY2016,0,,>24 Payment,0
750937,31MAY2016,27,27,>24 Payment,0
750938,29APR2016,0,,>24 Payment,0
750945,26JUL2016,0,,>24 Payment,0
750947,10MAY2016,0,,>24 Payment,0
750950,31MAY2016,0,,>24 Payment,0
750954,25MAY2016,0,,>24 Payment,0
750956,13MAY2016,0,,>24 Payment,0
750963,31MAY2016,0,,>24 Payment,0
750964,13MAY2016,0,,>24 Payment,0
750966,22JUL2016,0,,>24 Payment,0
750968,26APR2016,0,,>24 Payment,0
750970,05MAY2016,0,,>24 Payment,0
750972,31OCT2016,0,,>24 Payment,0
750976,31MAY2016,0,,>24 Payment,0
750979,27MAY2016,0,,>24 Payment,0
750987,31MAY2016,0,,>24 Payment,0
750992,16MAY2016,0,,>24 Payment,0
750995,10MAY2016,0,,>24 Payment,0
750996,30APR2016,0,,>24 Payment,0
751000,20MAY2016,0,,>24 Payment,0
751004,28APR2016,0,,>24 Payment,0
751005,31AUG2016,0,,>24 Payment,0
751007,30JUN2016,0,,>24 Payment,0
751008,23MAY2016,0,,>24 Payment,0
751015,30JUN2016,0,,>24 Payment,0
751017,27APR2016,0,,>24 Payment,0
751019,07MAY2016,0,,>24 Payment,0
751020,18MAY2016,0,,>24 Payment,0
751021,30APR2016,0,,>24 Payment,0
751022,30JUN2016,53,53,>24 Payment,0
751027,30APR2016,0,,>24 Payment,0
751029,27APR2016,0,,>24 Payment,0
751031,25MAY2016,0,,>24 Payment,0
751034,25MAY2016,0,,>24 Payment,0
751042,30APR2016,0,,>24 Payment,0
751045,31MAY2016,0,,>24 Payment,0
751047,04MAY2016,0,,>24 Payment,0
751049,31MAY2016,0,,>24 Payment,0
751050,18MAY2016,0,,>24 Payment,0
751051,19MAY2016,0,,>24 Payment,0
751055,10MAY2016,0,27,>24 Payment,0
751057,12MAY2016,0,,>24 Payment,0
751059,31MAY2016,0,,>24 Payment,0
751062,26OCT2016,0,,>24 Payment,0
751070,31MAY2016,0,,>24 Payment,0
751071,20MAY2016,0,,>24 Payment,0
751073,25APR2016,0,,>24 Payment,0
751074,12JUL2016,27,58,>24 Payment,0
751080,24MAY2016,0,,>24 Payment,0
751081,31MAY2016,0,,>24 Payment,0
751082,30JUN2016,0,,>24 Payment,0
751090,30APR2016,0,,>24 Payment,0
751097,13MAY2016,0,,>24 Payment,0
751098,31MAY2016,0,,>24 Payment,0
751099,26MAY2016,0,,>24 Payment,0
751106,28JUN2016,82,82,19-24 Payment,1
751109,30APR2016,0,,>24 Payment,0
751110,31MAY2016,0,,>24 Payment,0
751112,16JUN2016,0,,>24 Payment,0
751115,31JUL2016,0,,>24 Payment,0
751118,05MAY2016,0,,>24 Payment,0
751126,05MAY2016,0,,>24 Payment,0
751127,17JUN2016,0,,>24 Payment,0
751131,11MAY2016,0,,>24 Payment,0
751134,10MAY2016,0,,>24 Payment,0
751136,18MAY2016,0,,>24 Payment,0
751137,10MAY2016,0,,>24 Payment,0
751138,31MAY2016,0,,>24 Payment,0
751140,15JUN2016,0,,>24 Payment,0
751142,26MAY2016,0,,>24 Payment,0
751143,30JUN2016,0,,>24 Payment,0
751146,17JUN2016,0,,>24 Payment,0
751159,25JUN2016,0,,>24 Payment,0
751162,27MAY2016,0,,>24 Payment,0
751164,28APR2016,0,,>24 Payment,0
751166,30JUN2016,0,,>24 Payment,0
751167,30APR2016,0,,>24 Payment,0
751169,12MAY2016,0,,>24 Payment,0
751170,30JUN2016,0,,>24 Payment,0
751175,24MAY2016,0,,>24 Payment,0
751182,11MAY2016,0,,>24 Payment,0
751184,12MAY2016,0,,>24 Payment,0
751185,25JUN2016,0,,>24 Payment,0
751187,18MAY2016,0,,>24 Payment,0
751189,16JUN2016,0,,>24 Payment,0
751192,23JUN2016,0,,>24 Payment,0
751195,20JUN2016,0,,>24 Payment,0
751202,30APR2016,0,,>24 Payment,0
751204,08JUN2016,0,,>24 Payment,0
751208,30JUN2016,0,,>24 Payment,0
751210,13MAY2016,0,,>24 Payment,0
751211,30JUN2016,0,,>24 Payment,0
751213,27JUN2016,0,,>24 Payment,0
751215,30APR2016,0,,>24 Payment,0
751217,31MAY2016,0,,>24 Payment,0
751224,10MAY2016,57,57,>24 Payment,0
751227,25MAY2016,0,,>24 Payment,0
751231,19JUL2016,0,,>24 Payment,0
751237,30APR2016,0,,>24 Payment,0
751239,07MAY2016,0,,>24 Payment,0
751248,27JUL2016,0,,>24 Payment,0
751251,31MAY2016,0,,>24 Payment,0
751252,31MAY2016,0,,>24 Payment,0
751253,25MAY2016,0,,>24 Payment,0
751256,25JUN2016,0,,>24 Payment,0
751259,30APR2016,0,,>24 Payment,0
751262,06MAY2016,0,0,>24 Payment,0
751264,30JUN2016,0,,>24 Payment,0
751265,20JUN2016,0,,>24 Payment,0
751269,23MAY2016,0,,>24 Payment,0
751270,10MAY2016,0,,>24 Payment,0
751271,27APR2016,0,,>24 Payment,0
751273,25MAY2016,0,,>24 Payment,0
751274,27APR2016,0,,>24 Payment,0
751275,13MAY2016,0,,>24 Payment,0
751281,27JUL2016,86,86,>24 Payment,1
751282,30APR2016,0,,>24 Payment,0
751286,22JUN2016,0,,>24 Payment,0
751289,15JUN2016,0,,>24 Payment,0
751312,16AUG2016,0,,>24 Payment,0
751319,31MAY2016,0,,>24 Payment,0
751323,26MAY2016,0,,>24 Payment,0
751327,10MAY2016,0,,>24 Payment,0
751330,31MAY2016,0,,>24 Payment,0
751339,31MAY2016,0,,>24 Payment,0
751342,23JUN2016,0,,>24 Payment,0
751343,13MAY2016,0,,>24 Payment,0
751347,06MAY2016,0,,>24 Payment,0
751356,10MAY2016,0,,>24 Payment,0
751357,13MAY2016,0,,>24 Payment,0
751359,06MAY2016,0,,>24 Payment,0
751363,31MAY2016,0,,>24 Payment,0
751367,27JUL2016,0,,>24 Payment,0
751370,21JUN2016,0,,>24 Payment,0
751378,18MAY2016,0,,>24 Payment,0
751379,31MAY2016,0,,>24 Payment,0
751388,27MAY2016,0,,>24 Payment,0
751394,31MAY2016,0,,>24 Payment,0
751395,19MAY2016,0,,>24 Payment,0
751399,16MAY2016,240,240,19-24 Payment,1
751409,31MAY2016,0,,>24 Payment,0
751410,07MAY2016,0,,>24 Payment,0
751412,30JUN2016,0,,>24 Payment,0
751417,29JUL2016,0,,>24 Payment,0
751422,30MAY2016,0,,>24 Payment,0
751425,31MAY2016,0,,>24 Payment,0
751429,30APR2016,0,,>24 Payment,0
751433,31MAY2016,0,,>24 Payment,0
751435,31JUL2016,0,,>24 Payment,0
751437,22JUL2016,0,,>24 Payment,0
751444,25MAY2016,0,,>24 Payment,0
751458,31DEC2016,0,,>24 Payment,0
751462,23MAY2016,0,,>24 Payment,0
751466,31AUG2016,0,,>24 Payment,0
751467,30JUN2016,0,,>24 Payment,0
751468,31MAY2016,0,,>24 Payment,0
751469,30JUN2016,0,,>24 Payment,0
751472,23JUN2016,0,,>24 Payment,0
751475,28MAY2016,0,,>24 Payment,0
751476,30JUN2016,0,,>24 Payment,0
751477,13MAY2016,0,,>24 Payment,0
751478,31MAY2016,0,,>24 Payment,0
751481,10AUG2016,0,,>24 Payment,0
751482,17JUN2016,0,,>24 Payment,0
751485,27MAY2016,0,,>24 Payment,0
751491,08JUN2016,0,,>24 Payment,0
751492,13MAY2016,0,,>24 Payment,0
751494,30SEP2016,26,26,>24 Payment,0
751495,07MAY2016,0,,>24 Payment,0
751496,10MAY2016,0,,>24 Payment,0
751500,30MAY2016,0,,>24 Payment,0
751502,24MAY2016,0,,>24 Payment,0
751503,22JUN2016,0,,>24 Payment,0
751507,31MAY2016,0,,>24 Payment,0
751512,22AUG2016,0,,>24 Payment,0
751513,25MAY2016,0,,>24 Payment,0
751516,09MAY2016,0,,19-24 Payment,0
751519,31MAY2016,0,,>24 Payment,0
751521,10JUN2016,0,,>24 Payment,0
751523,19MAY2016,0,,>24 Payment,0
751527,26MAY2016,27,27,>24 Payment,0
751533,29JUN2016,0,,>24 Payment,0
751537,31MAY2016,0,,>24 Payment,0
751538,31MAY2016,0,,>24 Payment,0
751539,30MAY2016,0,,>24 Payment,0
751540,23JUL2016,0,,>24 Payment,0
751541,12JUL2016,61,61,>24 Payment,1
751547,21MAY2016,0,,>24 Payment,0
751554,29APR2016,0,,>24 Payment,0
751555,13MAY2016,0,,>24 Payment,0
751557,30APR2016,88,88,>24 Payment,1
751560,12MAY2016,0,,>24 Payment,0
751562,20JUL2016,0,,>24 Payment,0
751571,28JUN2016,22,22,>24 Payment,0
751574,30JUN2016,0,,>24 Payment,0
751575,28MAY2016,0,,>24 Payment,0
751577,30JUN2016,0,,>24 Payment,0
751581,24MAY2016,0,,>24 Payment,0
751583,07MAY2016,0,,>24 Payment,0
751584,12MAY2016,0,,>24 Payment,0
751585,30MAY2016,0,,>24 Payment,0
751587,07MAY2016,0,,>24 Payment,0
751600,24JUN2016,0,,>24 Payment,0
751602,11MAY2016,0,,>24 Payment,0
751607,17MAY2016,0,,>24 Payment,0
751609,30APR2016,0,,>24 Payment,0
751611,23MAY2016,0,,>24 Payment,0
751612,31MAY2016,0,,>24 Payment,0
751615,22JUN2016,0,,>24 Payment,0
751616,30APR2016,0,,>24 Payment,0
751617,26MAY2016,0,,>24 Payment,0
751618,21MAY2016,0,,>24 Payment,0
751619,21MAY2016,0,,>24 Payment,0
751625,30MAY2016,0,,>24 Payment,0
751639,12MAY2016,0,24,>24 Payment,0
751649,18MAY2016,0,,>24 Payment,0
751655,25MAY2016,0,,>24 Payment,0
751656,26JUN2016,0,26,>24 Payment,0
751657,25MAY2016,149,149,16-18 Payment,1
751658,31JUL2016,0,,19-24 Payment,0
751661,26JUN2016,0,,>24 Payment,0
751662,05MAY2016,0,,>24 Payment,0
751665,20JUN2016,0,,>24 Payment,0
751666,25MAY2016,0,,>24 Payment,0
751671,26JUN2016,0,,>24 Payment,0
751673,31MAY2016,0,,>24 Payment,0
751678,31MAY2016,0,,>24 Payment,0
751682,07MAY2016,0,,>24 Payment,0
751684,25APR2016,0,,>24 Payment,0
751685,12MAY2016,0,,>24 Payment,0
751689,23MAY2016,22,22,>24 Payment,0
751690,09MAY2016,0,,>24 Payment,0
751691,09MAY2016,0,,>24 Payment,0
751695,08JUN2016,0,,>24 Payment,0
751700,31JUL2016,22,22,>24 Payment,0
751702,31JUL2016,0,,>24 Payment,0
751710,22JUL2016,0,,>24 Payment,0
751715,24MAY2016,208,481,>24 Payment,1
751716,16MAY2016,0,,>24 Payment,0
751718,04MAY2016,0,,>24 Payment,0
751723,31MAY2016,0,,>24 Payment,0
751726,17JUN2016,0,,>24 Payment,0
751727,31MAY2016,0,,>24 Payment,0
751729,15JUN2016,0,,>24 Payment,0
751732,31JUL2016,0,,>24 Payment,0
751735,29JUN2016,27,27,>24 Payment,0
751737,31MAY2016,0,,>24 Payment,0
751741,24JUN2016,0,,>24 Payment,0
751742,29SEP2016,27,58,>24 Payment,0
751746,30APR2016,0,,>24 Payment,0
751753,16MAY2016,0,,>24 Payment,0
751755,15JUN2016,0,,>24 Payment,0
751760,06MAY2016,0,,>24 Payment,0
751761,09MAY2016,0,,>24 Payment,0
751763,15JUL2016,0,,>24 Payment,0
751765,24MAY2016,0,,>24 Payment,0
751766,25JUN2016,0,,>24 Payment,0
751768,25MAY2016,0,,>24 Payment,0
751774,12MAY2016,0,,>24 Payment,0
751776,31MAY2016,55,88,>24 Payment,0
751777,12MAY2016,0,,>24 Payment,0
751784,21MAY2016,0,,>24 Payment,0
751785,13JUN2016,0,,>24 Payment,0
751786,28JUN2016,0,,>24 Payment,0
751794,30JUN2016,0,,>24 Payment,0
751795,09JUN2016,0,,>24 Payment,0
751803,26JUN2016,27,27,>24 Payment,0
751806,16MAY2016,0,,>24 Payment,0
751809,26MAY2016,55,55,>24 Payment,0
751812,31MAY2016,0,,>24 Payment,0
751815,20JUN2016,53,53,>24 Payment,0
751816,30JUN2016,0,,>24 Payment,0
751817,30JUN2016,53,53,>24 Payment,0
751819,09JUN2016,0,,>24 Payment,0
751823,21MAY2016,0,,>24 Payment,0
751824,13MAY2016,61,61,>24 Payment,1
751825,19MAY2016,0,,>24 Payment,0
751833,25MAY2016,0,,>24 Payment,0
751835,31MAY2016,0,27,>24 Payment,0
751837,27MAY2016,0,,>24 Payment,0
751838,25MAY2016,0,,>24 Payment,0
751847,31MAY2016,0,,>24 Payment,0
751855,22JUN2016,0,26,>24 Payment,0
751856,16MAY2016,0,27,>24 Payment,0
751868,20MAY2016,0,,>24 Payment,0
751870,20MAY2016,0,,>24 Payment,0
751871,27MAY2016,0,,>24 Payment,0
751873,23MAY2016,0,,>24 Payment,0
751874,27MAY2016,0,,>24 Payment,0
751875,06MAY2016,0,,>24 Payment,0
751882,24JUN2016,0,,>24 Payment,0
751883,15JUN2016,0,,>24 Payment,0
751886,31MAY2016,0,,>24 Payment,0
751896,07MAY2016,0,,>24 Payment,0
751900,25MAY2016,0,,>24 Payment,0
751903,22JUN2016,0,,>24 Payment,0
751906,25JUN2016,0,,>24 Payment,0
751909,12MAY2016,0,,>24 Payment,0
751912,17JUN2016,27,27,>24 Payment,0
751916,27MAY2016,0,,>24 Payment,0
751917,30SEP2016,0,,>24 Payment,0
751919,09JUN2016,0,,>24 Payment,0
751921,30SEP2016,0,,>24 Payment,0
751923,27MAY2016,0,,>24 Payment,0
751928,23JUN2016,0,,>24 Payment,0
751931,30JUN2016,0,,>24 Payment,0
751933,31JUL2016,0,,>24 Payment,0
751935,20MAY2016,0,,>24 Payment,0
751944,30MAY2016,0,,>24 Payment,0
751947,25MAY2016,0,,19-24 Payment,0
751949,30JUN2016,0,,>24 Payment,0
751950,25JUN2016,0,,>24 Payment,0
751954,25JUL2016,0,,>24 Payment,0
751956,11MAY2016,0,,>24 Payment,0
751963,30APR2016,0,,>24 Payment,0
751967,24MAY2016,0,,>24 Payment,0
751970,30MAY2016,0,,>24 Payment,0
751976,17MAY2016,0,,>24 Payment,0
751977,30MAY2016,0,,>24 Payment,0
751982,10MAY2016,0,,>24 Payment,0
751987,30MAY2016,0,,>24 Payment,0
751989,07MAY2016,0,,>24 Payment,0
751996,30JUN2016,0,,>24 Payment,0
751998,25JUN2016,57,58,>24 Payment,0
752002,22JUN2016,0,,>24 Payment,0
752006,29JUN2016,0,,>24 Payment,0
752007,31MAY2016,0,,>24 Payment,0
752010,25MAY2016,0,,>24 Payment,0
752011,31MAY2016,0,,>24 Payment,0
752013,15JUN2016,27,27,>24 Payment,0
752017,04JUN2016,0,,>24 Payment,0
752022,04MAY2016,0,,>24 Payment,0
752025,17MAY2016,0,,>24 Payment,0
752030,30JUN2016,0,,>24 Payment,0
752033,24AUG2016,118,118,>24 Payment,1
752034,30APR2016,0,,>24 Payment,0
752036,26JUN2016,0,,>24 Payment,0
752045,30APR2016,0,,>24 Payment,0
752046,11MAY2016,0,,>24 Payment,0
